,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
458,public,6am-12am daily,,,2021-04-08,,ELEC,Public,145245,2019-08-19,P,E,Albertsons,888-264-2208,2021-04-08T20:32:57Z,GROCERY,GPS,45.431671,-122.823849,Tigard,,,OR,14300 SW Barrows Rd,97223,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,
459,public,24 hours daily,,,2020-09-03,,ELEC,Public,145283,2019-09-01,P,E,McDonald’s,503-232-7005,2021-03-11T23:22:17Z,RESTAURANT,GPS,45.258897,-122.699332,Canby,,,OR,701 SW 1st Ave,97013,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
460,public,24 hours daily,,,2020-05-06,,ELEC,Public,145284,2019-09-01,P,E,Panera Bread,541-738-8277,2021-03-11T23:22:17Z,RESTAURANT,GPS,44.567409,-123.260365,Corvallis,,,OR,335 NW 4th St,97330,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
461,public,24 hours daily,,,2021-06-07,,ELEC,Public,145302,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.418449,-122.727073,Lake Oswego,,,OR,4949 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
462,public,24 hours daily,,,2021-06-07,,ELEC,Public,145303,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.417907,-122.7294,Lake Oswego,,,OR,5005 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
463,public,24 hours daily,,,2021-06-07,,ELEC,Public,145304,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.417963,-122.730692,Lake Oswego,,,OR,5285 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
464,public,24 hours daily,,,2021-06-07,,ELEC,Public,145305,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.416957,-122.73501,Lake Oswego,,,OR,5500 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
465,public,24 hours daily,,,2021-06-07,,ELEC,Public,145306,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.418408,-122.735355,Lake Oswego,,,OR,5665 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
466,public,24 hours daily,,,2021-06-07,,ELEC,Public,145307,2019-09-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37Z,OFFICE_BLDG,GPS,45.417989,-122.737551,Lake Oswego,,,OR,5885 Meadows Rd,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,,,,,,,,,,,,,,Public,,,
467,public,24 hours daily,,,2021-01-14,,ELEC,Public,145308,2019-09-01,P,E,Lake Oswego Maintenance Center,888-758-4389,2021-03-11T23:22:17Z,MUNI_GOV,GPS,45.398308,-122.733978,Lake Oswego,,,OR,17601 Pilkington Rd,97035,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
468,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,145309,2019-09-01,P,E,Holiday Inn Express & Suites Portland Airport - Tesla Destination,503-249-8686  877-798-3752,2021-03-11T23:22:17Z,HOTEL,GPS,45.577986,-122.568585,Portland,,,OR,9189 NE Cascade Pkwy,97220,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['67540']},
469,public,24 hours daily,,,2021-01-14,,ELEC,Public,145310,2019-09-01,P,E,Oliver Station Apartments,800-663-5633,2021-03-11T23:22:17Z,MULTI_UNIT_DWELLING,GPS,45.479005,-122.567414,Portland,,,OR,5990 SE 92nd Ave,97266,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
470,public,24 hours daily,,,2020-05-06,,ELEC,Public,145311,2019-09-01,P,E,Walgreens,503-263-1600,2021-03-11T23:22:17Z,SHOPPING_CENTER,GPS,45.257059,-122.703517,Canby,,,OR,1080 SW 1st Ave,97013,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
471,public,24 hours daily,,,2021-06-22,,ELEC,Public,145507,,,E,SOFTSTAR SHOES STATION 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.540136,-123.373574,Philomath,,,OR,914 Main St,97370,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1910881'], 'posts': ['2254571', '2254581']}",
472,public,24 hours daily,,,2021-06-22,,ELEC,Public,145563,,,E,RTEC EV COCC STATION 1,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.254277,-121.166242,Redmond,,,OR,2324 SE College Loop,97756,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1910851'], 'posts': ['2254511', '2254521']}",
473,public,24 hours daily,,,2021-01-14,,ELEC,Public,145623,2019-09-01,P,E,Boulder Falls Center,541-451-1000,2021-03-11T23:22:17Z,INN,GPS,44.551654,-122.909382,Lebanon,,,OR,605 Mullins Dr,97355,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
474,public,24 hours daily,,,2020-09-03,,ELEC,Public,145624,2019-09-03,P,E,McDonald’s - Woodburn,503-981-4621,2021-03-11T23:22:17Z,RESTAURANT,GPS,45.150671,-122.876974,Woodburn,,,OR,2910 Newberg Hwy,97071,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
475,public,24 hours daily,,,2021-01-14,,ELEC,Public,145625,2019-09-05,P,E,Virginia Garcia Dental Clinic,503-359-8505,2021-03-11T23:22:17Z,OFFICE_BLDG,GPS,45.52046,-123.057275,Cornelius,,,OR,44 N 11th Ave,97113,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
476,public,24 hours daily,,,2020-09-03,,ELEC,Public,145626,2020-09-02,P,E,Kaiser Westside Medical Center,503-813-2000,2021-03-11T23:22:17Z,HOSPITAL,GPS,45.540832,-122.876394,Hillsboro,,,OR,2875 NE Stucki Ave,97124,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,Free,SOLAR,,,,,,,,,,,,,,,Public,,,
477,public,24 hours daily,,,2021-01-14,,ELEC,Public,145631,2019-09-15,P,E,Linn-Benton Community College Lebanon Center,888-998-2546,2021-03-11T23:22:17Z,COLLEGE_CAMPUS,GPS,44.54766,-122.905876,Lebanon,,,OR,44 Industrial Way,97355,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
478,public,24 hours daily,,,2021-01-14,,ELEC,Public,145632,2019-09-17,P,E,Washington County Building Services - Short Term Parking (P3),888-998-2546,2021-03-11T23:22:17Z,PAY_GARAGE,GPS,45.523762,-122.9909,Hillsboro,,,OR,155 N 1st Ave,97124,US,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
479,public,24 hours daily,,,2020-12-03,,ELEC,Public,145688,2019-09-01,P,E,Team Kia - Bend,541-550-5555,2021-03-11T23:22:17Z,CAR_DEALER,GPS,44.055882,-121.269113,Bend,,,OR,611 NE Purcell Blvd,97701,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
480,public,24 hours daily; for customer use only,,,2020-09-03,,ELEC,Public,145689,2019-09-01,P,E,Audi Bend,877-771-9358,2021-03-11T23:22:17Z,CAR_DEALER,GPS,44.039859,-121.304392,Bend,,,OR,1045 SE 3rd St,97702,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
481,public,24 hours daily,,,2021-01-14,,ELEC,Public,145697,2019-09-01,P,E,Best Western Premier - Peppertree Inn at Bend,800-663-5633,2021-03-11T23:22:17Z,INN,GPS,44.039553,-121.335736,Bend,,,OR,1082 SW Yates Dr,97702,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
482,public,24 hours daily,,,2021-06-22,,ELEC,Public,145742,,,E,DAS OREGON AIRPORT RD 5,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.925777,-123.002304,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1908951'], 'posts': ['2252241', '2252251']}",
483,public,24 hours daily,,,2021-06-22,,ELEC,Public,146656,,,E,CREEKSIDE PARK OAK STREET,888-758-4389,2021-06-22T00:42:47Z,,GPS,43.024673,-123.287933,Myrtle Creek,,,OR,150 NE Oak St,97457,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1944761'], 'posts': ['2299031', '2299041']}",
484,public,24 hours daily,,,2021-01-14,,ELEC,Public,146716,2019-09-01,P,E,Sumner College,,2021-03-11T23:22:17Z,COLLEGE_CAMPUS,GPS,45.574615,-122.577333,Portland,,,OR,8338 NE Alderwood Rd #100,97220,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,
485,public,24 hours daily,,,2021-06-22,,ELEC,Public,146952,,,E,RTEC EV COCC STATION 4,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.636557,-121.106513,Madras,,,OR,1170 East Ashwood rd,97741,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1911241'], 'posts': ['2255161', '2255171']}",
486,public,24 hours daily,,,2021-06-22,,ELEC,Public,146954,,,E,RTEC EV COCC STATION 3,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.63653,-121.10644,Madras,,,OR,1170 SE Ashwood rd,97741,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1911281'], 'posts': ['2255241', '2255251']}",
487,public,24 hours daily,,,2021-06-22,,ELEC,Public,146971,,,E,WILDER CORNER LOT,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.6041,-124.04342,Newport,,,OR,4590 SE Harborton St,97366,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1925051'], 'posts': ['8941311', '8941321']}",
488,public,24 hours daily,,,2021-06-22,,ELEC,Public,147028,,,E,Columbia Gorge Outlets,833-632-2778,2021-06-22T01:29:35Z,,GPS,45.542955,-122.389731,Troutdale,,,OR,450 NW 257th Way,97060,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['455'], 'posts': ['200124-01', '200124-02', '200124-03', '200124-50']}",
489,public,24 hours daily,,,2021-06-22,,ELEC,Public,147156,,,E,INDPNDNCE HOTEL STATION 2,888-758-4389,2021-06-22T00:42:47Z,,GPS,44.851556,-123.182292,Independence,,,OR,201 Osprey Ln.,97351,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1829231'], 'posts': ['2148841', '2148851']}",
490,public,24 hours daily,,,2021-06-22,,ELEC,Public,147224,,,E,MTA-EVCHARGER-1 MTASHLANDEV1,888-758-4389,2021-06-22T00:42:47Z,,GPS,42.08118,-122.70559,Ashland,,,OR,NF-200,97520,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1949461'], 'posts': ['10851441', '10851451']}",
491,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-21,,ELEC,Public,147451,,,E,Annex Garage,888-998-2546,2021-06-21T22:55:12Z,,GPS,45.531041,-122.668146,Portland,"Chargers are on bottom level. Entrance 
near loading dock.
",,OR,100 N Drexler Dr,97227,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['476494'], 'posts': ['41223', '41232']}",
492,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-21,,ELEC,Public,147619,,,E,Hillsboro - Jackson Bottom Trailhead,888-998-2546,2021-06-21T22:55:12Z,,GPS,45.513092,-122.990512,Hillsboro,,,OR,770 S 1st Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['449974'], 'posts': ['529164', '541634']}",
493,public,24 hours daily,,,2021-06-22,,ELEC,Public,147631,,,E,CITY ROSEBURG LIBRARY,888-758-4389,2021-06-22T00:42:47Z,,GPS,43.212844,-123.34084,Roseburg,,,OR,1409 NE Diamond Lake Blvd,97470,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1979591'], 'posts': ['9020471', '9020481']}",
494,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147843,,,E,"Walgreens - Portland, OR #3925",800-663-5633,2021-06-22T00:22:51Z,,GPS,45.523361,-122.5791759,Portland,,,OR,3 NE 82nd Ave,97220,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['117'], 'posts': ['353']}",
495,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147845,,,E,Southeast Campus,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5062284,-122.5791604,Portland,,,OR,2305 Southeast 82nd Avenue,97216,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3716'], 'posts': ['6941', '6942', '7343', '7344']}",
496,public,MO: 06:00am-06:00pm; TU: 06:00am-06:00pm; WE: 06:00am-06:00pm; TH: 06:00am-06:00pm; FR: 06:00am-06:00pm; SA: Closed; SU: Closed,,,2021-06-22,,ELEC,Public,147846,,,E,531007 : Daimler Trucks North American Headquarters,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5552659,-122.7027591,Portland,,,OR,4555 N Channell Ave,97217,US,,,,,,,,,,,['J1772'],,,6.0,SemaCharge Network,https://semaconnect.com/,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2590'], 'posts': ['7022', '7023', '7475', '7476', '7477', '7479']}",
497,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147847,,,E,"Walgreens - Portland, OR #6140",800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5345148,-122.6605144,Portland,,,OR,1620 NE Grand Ave,97232,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['162'], 'posts': ['345']}",
498,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147849,,,E,Kaiser Permenente - KP MSP Garage,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5311331,-122.6601137,Portland,,,OR,500 Northeast Multnomah Street,97232,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,$1.35/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2253'], 'posts': ['6624', '6625', '6626', '6627']}",
499,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-22,,ELEC,Public,147850,,,E,431002 : Heartline,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5293196,-122.6837219,Portland,The stations are located in an access-only garage. No public charging available.,,OR,1250 NW Kearney Street,97209,US,,,,,,,,,,,['J1772'],,,9.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['2628'], 'posts': ['5396', '5397', '5398', '5399', '7017', '7018', '7019', '7020', '7021']}",
500,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-22,,ELEC,Public,147853,,,E,531006 : Oregon Health & Science University,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.49844835593,-122.68521444981,Portland,"Four hour maximum charge per vehicle, per day. Parking at these stations require a valid OHSU permit at the time of use. Patients and their personal visitors may park for free.",,OR,1 SW Campus Drive,97239,US,,,,,,,,,,,['J1772'],,,6.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['2600'], 'posts': ['7484', '7485', '7486', '7487', '7631', '7635']}",
501,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147857,,,E,Five Oaks,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.56205,-122.9179763,Hillsboro,,,OR,5800 NE Pinefarm Court,97124,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2569'], 'posts': ['1801', '1802']}",
502,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147858,,,E,The Arbory Building B,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.5315833,-122.8843415,Hillsboro,,,OR,9255 Northeast Rockspring Street,97006,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3668'], 'posts': ['5350', '5352']}",
503,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147859,,,E,The Arbory Building A,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.531086,-122.8849317,Hillsboro,,,OR,9250 Northeast Rockspring Street,97006,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3667'], 'posts': ['5351', '5353']}",
504,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-22,,ELEC,Public,147860,,,E,Rose Villa,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.425563113231,-122.64596478095,Portland,The stations are located on the parking lot that faces River Rd.,,OR,13505 SE River RD,97222,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$1.00-$1.25/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1518'], 'posts': ['2985', '2986']}",
505,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-22,,ELEC,Public,147861,,,E,531004 - Tektronix,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.4991379,-122.8233365,Beaverton,The chargers are on the east side of the building,,OR,14150 Southwest Karl Braun Drive,97005,US,,,,,,,,,,,['J1772'],,,8.0,SemaCharge Network,https://semaconnect.com/,,"$0.00-$5.00/Hr Variable Parking Fee, $0.11/kWh Energy Fee",,,,,,,,,,,,,,,,Public,,"{'station': ['2496'], 'posts': ['7002', '7004', '7005', '7006', '7010', '7011', '7014', '7016']}",
506,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147862,,,E,531003 : Hillsboro School District,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.544385132991,-122.9347086151,Hillsboro,,,OR,3083 NE 49th Pl,97123,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$1.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2614'], 'posts': ['7480', '7481']}",
507,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147863,,,E,Comfort Inn & Suites,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.488822,-122.8159396,Beaverton,,,OR,13455 Southwest Tualatin Valley Highway,97005,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$3.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1767'], 'posts': ['4421', '4422']}",
508,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147866,,,E,MRC,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.4017232,-122.6512718,Lake Oswego,,,OR,17360 Holy Names Drive,97034,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3468'], 'posts': ['1020']}",
509,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147867,,,E,MRC 2,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.4017232,-122.6512718,Lake Oswego,RJR 10/1/19 Service Declines moved from Org: Mary's Woods,,OR,17360 Holy Names Drive,97034,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3726'], 'posts': ['1236']}",
510,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-22,,ELEC,Public,147868,,,E,Quality Inn,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.4414591,-122.7460196,Tigard,The stations are located directly in front of the Quality Inn.,,OR,11460 Southwest Pacific Highway,97223,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$3.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1730'], 'posts': ['4417', '4418']}",
511,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147870,,,E,Collin,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17540 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3352'], 'posts': ['8079', '8080', '8471', '8484']}",
512,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147871,,,E,O'Neill,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17505 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3353'], 'posts': ['8468', '8469', '8482', '8485']}",
513,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-22,,ELEC,Public,147872,,,E,Pepin,800-663-5633,2021-06-22T00:22:51Z,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17565 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3354'], 'posts': ['8472', '8474', '8478', '8479']}",
