,field_1,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency,geometry,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
532,532,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147946,,,E,Willamette Valley Vineyards,800-663-5633,2021-06-16T00:17:25,,GPS,44.827453,-123.0110757,Turner,,,OR,8800 Enchanted Way SE,97392,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['2739'], 'posts': ['1638', '1639']}",,POINT (7550740.435114052 433313.2244797693),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
551,551,public,24 hours daily,,,2021-06-16,,ELEC,Public,149589,,,E,Eastport Plaza,855-900-7584,2021-06-16T01:07:54,,200-9,45.493247,-122.577501,Portland,,,OR,4000 SE 82nd Ave,97206,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",4.0,,2.0,Greenlots,http://greenlots.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2035'], 'posts': ['52911*1', '52911*2', '54010', '54011', '54012', '54013']}",,POINT (7669421.089432495 672773.8940045033),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
552,552,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,149657,,,E,RV Building,800-663-5633,2021-06-16T00:17:25,,GPS,45.3993036,-122.6520568,Lake Oswego,,,OR,17520 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3984'], 'posts': ['8481', '8483']}",,POINT (7649396.891255394 639034.663367711),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
553,553,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,149658,,,E,Local Government Center,800-663-5633,2021-06-16T00:17:25,,GPS,44.9387087,-123.0259577,Salem,"$0.15 per hour - this fee is charged as long as the vehicle is connected to the station
$0.10 per kWh",,OR,1201 Court Street Northeast,97301,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,"$0.15/Hr Parking Fee , $0.10/kWh Energy Fee",,,,,,,,,,,,,,,,Public,,"{'station': ['3986'], 'posts': ['10381', '10461']}",,POINT (7548149.292010198 473973.5858874816),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
554,554,public,24 hours daily,,,2021-06-16,,ELEC,Public,149740,,,E,"Walmart 1784 - Salem, OR",833-632-2778,2021-06-16T01:10:00,,GPS,44.965504,-122.985356,Salem,,,OR,3025 Lancaster Dr. NE,97305,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['291'], 'posts': ['100057-01', '100057-02', '100057-03', '100057-04']}",,POINT (7558957.87200129 483411.6327370333),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
555,555,public,24 hours daily,,,2021-06-16,,ELEC,Public,149754,,,E,PGE BURGERVILLEL2#2,888-758-4389,2021-06-16T00:24:33,,GPS,45.496997,-122.567731,Portland,,,OR,3504 SE 92nd Ave,97266,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2023601'], 'posts': ['2401271']}",,POINT (7671960.593417357 674076.4490587915),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
557,557,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,149871,,,E,47th Avenue Parking,888-998-2546,2021-06-15T22:55:14,,GPS,45.528816,-122.614195,Portland,"North-East Corner of Level LL. - 
Entrance gate off of NE Irving St.
",,OR,4805 NE Glisan St,97213,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['484960'], 'posts': ['477687', '477759']}",,POINT (7660354.081596118 685982.2094407697),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
558,558,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,150240,,,E,Providence Medical Group - NE Glisan,888-998-2546,2021-06-15T22:55:14,,GPS,45.526275,-122.609298,Portland,,,OR,5330 NE Glisan,97213,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['75377'], 'posts': ['478165']}",,POINT (7661584.427838699 685023.2570602186),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
559,559,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,150463,,,E,Crystal Creek Professional Building,888-998-2546,2021-06-15T22:55:14,,GPS,45.504779,-122.422629,Gresham,,,OR,742 NE Division Street,97030,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['192309'], 'posts': ['529486']}",,POINT (7709223.07334159 675994.2658036239),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
560,560,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,150597,2019-09-30,P,E,Resonance Wines Tasting Room - Tesla Destination,971-999-1603  877-798-3752,2021-03-11T23:22:17,,200-8,45.290796,-123.238097,Carlton,,,OR,12020 NW Meadow Lake Rd,97111,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['77996']},,POINT (7497597.835320325 604051.3907490297),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
562,562,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,150690,2019-09-30,P,E,Elk Cove Vineyards - Tesla Destination,503-985-7760  877-798-3752,2021-03-11T23:22:17,,200-9,45.415886,-123.183277,Gaston,,,OR,27751 NW Olson Rd,97119,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['46720']},,POINT (7513212.014211131 649159.7703976439),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
564,564,public,24 hours daily,,,2020-11-03,,ELEC,Public,150720,2019-09-30,P,E,Lewis & Clark College - Tesla Destination,503-768-7000  877-798-3752,2021-03-11T23:22:17,,200-9,45.450404,-122.669338,Lake Oswego,,,OR,0615 SW Palatine Hill Rd,97219,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['30302']},,POINT (7645459.911233107 657777.7498204007),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
566,566,public,24 hours daily,,,2021-06-16,,ELEC,Public,150813,,,E,WSCFLEET PSB P3,888-758-4389,2021-06-16T00:24:33,,GPS,45.523668,-122.989956,Hillsboro,,,OR,169 N 1st Ave,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2031441'], 'posts': ['6339901']}",,POINT (7564038.660368986 686849.628323213),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
567,567,public,8am-10pm daily,,,2021-03-15,,ELEC,Public,151795,2019-10-17,P,E,Walgreens #15927,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.430286,-122.539766,Happy Valley,,,OR,11995 SE Sunnyside Rd,97015,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7678514.891590023 649578.994809927),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
568,568,public,8am-12am daily,,,2021-04-08,,ELEC,Public,151796,2019-10-31,P,E,Walgreens #6831,888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.535322,-122.90696,Hillsboro,,,OR,7010 NE Cornell Rd,97124,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7585426.886195741 690452.3325197244),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
569,569,public,8am-10pm daily,,,2021-03-15,,ELEC,Public,151797,2019-10-30,P,E,Walgreens #13780,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.52018,-122.97503,Hillsboro,,,OR,955 SE Baseline St,97124,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7567823.352693033 685460.9464106328),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
571,571,public,8am-10pm daily,,,2021-03-15,,ELEC,Public,151866,2019-11-01,P,E,Walgreens #5910,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.519322,-122.399424,Troutdale,,,OR,25699 SE Stark St,97060,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7715295.353314227 681154.5614113125),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
572,572,public,8am-11pm daily,,,2021-03-15,,ELEC,Public,151867,2019-11-01,P,E,Walgreens #9544,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.444009,-122.629551,Milwaukie,,,OR,10903 SE Oak St,97222,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7655605.191660928 655175.3275961884),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
573,573,public,8am-10pm daily,,,2021-03-15,,ELEC,Public,151868,2019-11-01,P,E,Walgreens #13727,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.37554,-122.601366,Gladstone,,,OR,20100 McLoughlin Blvd,97027,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7662187.278107581 630030.8128621408),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
574,574,public,8am-10pm daily,,,2021-03-15,,ELEC,Public,151869,2019-11-01,P,E,Walgreens #15071,888-264-2208,2021-03-15T13:14:11,SHOPPING_CENTER,GPS,45.526404,-122.814925,Portland,,,OR,13470 NW Cornell Rd,97229,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7608906.886670997 686513.017584289),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
575,575,public,6am-12am daily,,,2021-04-08,,ELEC,Public,151890,2018-10-31,P,E,Clackamas Town Center - Nordstrom Surface lot,888-264-2208,2021-04-08T20:32:57,SHOPPING_MALL,GPS,45.436873,-122.574743,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7669600.316253333 652208.4352602718),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
577,577,public,24 hours daily,,,2021-06-16,,ELEC,Public,152474,,,E,Salem Electric Avenue,855-900-7584,2021-06-16T01:07:54,,200-9,44.938593,-123.030934,Salem,,,OR,900 Court St NE,97301,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,2.0,Greenlots,http://greenlots.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2267'], 'posts': ['52166A*1', '52166A*2', '53198', '53199']}",,POINT (7546860.067239625 473971.7458968789),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
578,578,public,6am-12pm daily,,,2021-04-08,,ELEC,Public,152744,2020-01-20,P,E,City of Tigard Library,888-264-2208,2021-04-08T20:32:57,LIBRARY,GPS,45.422242,-122.765509,Tigard,,,OR,13500 SW Hall Blvd,97223,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,Public,,,,POINT (7620501.419928756 648191.2377873382),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
579,579,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,153217,,,E,Kaiser - Beaverton Medical Office,800-663-5633,2021-06-16T00:17:25,,GPS,45.4813964,-122.7827313,Beaverton,,,OR,4855 Southwest Western Avenue,97005,US,,,,,,,,,,,['J1772'],,,8.0,SemaCharge Network,https://semaconnect.com/,,$1.35/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['4199'], 'posts': ['9295', '9296', '9297', '9298', '9299', '9300', '9301', '9302']}",,POINT (7616690.618077601 669874.8076807453),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
584,584,public,24 hours daily,,,2021-06-16,,ELEC,Public,154242,,,E,PGE PGESE29THAVE,888-758-4389,2021-06-16T00:24:33,,GPS,45.502903,-122.635526,Portland,,,OR,2746 SE 29th Ave,97202,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2040211'], 'posts': ['2422951']}",,POINT (7654639.74005174 676681.2085378602),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
588,588,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,154501,,,E,Sylvania Campus,800-663-5633,2021-06-16T00:17:25,,GPS,45.4384359,-122.7310045,Portland,,,OR,12000 Southwest 49th Avenue,97219,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3568'], 'posts': ['5746', '5748']}",,POINT (7629520.121135334 653846.7584033688),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
589,589,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,154502,,,E,"Walgreens - Salem, OR #4257",800-663-5633,2021-06-16T00:17:25,,GPS,44.890664,-123.033902,Salem,,,OR,4380 SE Commercial St,97302,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['133'], 'posts': ['361']}",,POINT (7545543.990394041 456531.1774573203),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
590,590,private,For employee use only,,,2021-04-08,,ELEC,Private,154546,2019-12-04,P,E,Nike - Michael Jordan,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.505208,-122.82908,Beaverton,,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7605057.948878303 678892.2694604296),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
591,591,private,For employee use only,,,2021-04-08,,ELEC,Private,154547,2019-08-01,P,E,Nike - Airport,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.540462,-122.941124,Hillsboro,,,OR,4223 NE Penny Way,97124,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7576733.194620448 692588.1904550544),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
592,592,private,For employee use only,,,2021-04-08,,ELEC,Private,154549,2020-05-01,P,E,Nike - LeBron,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.513132,-122.830253,Beaverton,SW Walker Rd/SW Meadow Dr,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['J1772'],,,19.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7604840.662627086 681788.8779469493),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
595,595,public,24 hours daily,,,2021-06-16,,ELEC,Public,155228,,,E,Beaverton Electric Avenue,855-900-7584,2021-06-16T01:07:54,,200-8,45.48903,-122.798151,Beaverton,,,OR,11665 SW Beaverton Hillsdale Hwy,97005,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",4.0,,2.0,Greenlots,http://greenlots.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2265'], 'posts': ['52975*1', '52975*2', '54018', '54019', '54020', '54021']}",,POINT (7612816.441398652 672769.0293187669),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
596,596,public,24 hours daily,,,2021-06-16,,ELEC,Public,155309,,,E,"Walmart 5935 - Tigard, OR",833-632-2778,2021-06-16T01:10:00,,GPS,45.432669,-122.753681,Tigard,,,OR,7600 SW Dartmouth St.,97223,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",8.0,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['254'], 'posts': ['100061-01', '100061-02', '100061-03', '100061-04', '100061-05', '100061-06', '100061-07', '100061-08']}",,POINT (7623643.132518442 651906.4993950289),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
601,601,public,24 hours daily,,,2021-06-16,,ELEC,Public,155571,,,E,HILLSBORO OR ITF #4,888-758-4389,2021-06-16T00:24:33,,GPS,45.520355,-122.97785,Hillsboro,,,OR,299 SE 8th Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3481351'], 'posts': ['5220331', '5220341']}",,POINT (7567102.853890479 685546.8746630001),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
602,602,public,24 hours daily,,,2021-06-16,,ELEC,Public,155572,,,E,HILLSBORO OR ITF #2,888-758-4389,2021-06-16T00:24:33,,GPS,45.520287,-122.97787,Hillsboro,,,OR,271 SE 8th Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3481001'], 'posts': ['5219651', '5219661']}",,POINT (7567096.969816395 685522.2502192843),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
606,606,public,24 hours daily,,,2021-06-16,,ELEC,Public,156141,,,E,PGE PGESE35THPL,888-758-4389,2021-06-16T00:24:33,,GPS,45.504112,-122.627237,Portland,,,OR,2603 SE 35th Pl,97202,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2040561'], 'posts': ['9368471']}",,POINT (7656775.807877285 677065.8045319652),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
610,610,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,156604,,,E,Murray Business Center,888-998-2546,2021-06-15T22:55:14,,GPS,45.494872,-122.82906,Beaverton,,,OR,3601 Murray Blvd,97005,US,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['503731'], 'posts': ['477613', '478049', '502471', '502492']}",,POINT (7604954.448375399 675125.1273607516),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
611,611,public,24 hours daily,,,2020-06-09,,ELEC,Public,157954,2020-05-15,P,E,Touchmark in the West Hills,503-389-5155,2021-03-11T23:22:17,MULTI_UNIT_DWELLING,GPS,45.513606,-122.759914,Portland,,,OR,840 SW Touchmark Way,97225,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,Public,,,,POINT (7622869.066176524 681449.4880010218),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
612,612,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,158472,,,E,Realty Trust Group,888-998-2546,2021-06-15T22:55:14,,GPS,45.512306,-122.611223,Portland,,,OR,5015 SE Hawthorne Blvd,97215,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['23240'], 'posts': ['529465', '529685']}",,POINT (7660958.171794876 679944.68212147),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
614,614,public,24 hours daily,,,2021-06-16,,ELEC,Public,163343,,,E,"Fred Meyer 40 (Portland, OR)",833-632-2778,2021-06-16T01:10:00,,GPS,45.470578,-122.691695,Portland,,,OR,7555 SW BARBUR BLVD,97219,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['489'], 'posts': ['200125-01', '200125-02', '200125-03', '200125-50']}",,POINT (7639924.146595024 665285.3422644236),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
617,617,public,24 hours daily,,,2021-06-16,,ELEC,Public,163462,,,E,DAS OREGON AIRPORT RD 1,888-758-4389,2021-06-16T00:24:33,,GPS,44.925891,-123.002688,Salem,,,OR,500 Airport Rd SE Overflow Lottery Lot,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1908961'], 'posts': ['8944301', '8944311']}",,POINT (7554026.966225647 469115.4456671857),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
618,618,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,163703,,,E,Willamette Heritage Center,888-998-2546,2021-06-15T22:55:14,,GPS,44.934815,-123.026732,Salem,,,OR,1313 Mill Street SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['505075'], 'posts': ['502362', '502506']}",,POINT (7547904.509321601 472561.0376400102),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
